SAMPID	SMATSSCR	SMCENTER	SMRIN	SMTS	SMTSD	SMUBRID	SMTSISCH	SMTSPAX	SMNABTCH	SMNABTCHT	SMNABTCHD	SMGEBTCH	SMGEBTCHD	SMGEBTCHT	SMAFRZE	SMGTC	SME2MPRT	SMCHMPRS	SMNTRART	SMNUMGPS	SMMAPRT	SMEXNCRT	SM550NRM	SMGNSDTC	SMUNMPRT	SM350NRM	SMRDLGTH	SMMNCPB	SME1MMRT	SMSFLGTH	SMESTLBS	SMMPPD	SMNTERRT	SMRRNANM	SMRDTTL	SMVQCFL	SMMNCV	SMTRSCPT	SMMPPDPR	SMCGLGTH	SMGAPPCT	SMUNPDRD	SMNTRNRT	SMMPUNRT	SMEXPEFF	SMMPPDUN	SME2MMRT	SME2ANTI	SMALTALG	SME2SNSE	SMMFLGTH	SME1ANTI	SMSPLTRD	SMBSMMRT	SME1SNSE	SME1PCTS	SMRRNART	SME1MPRT	SMNUM5CD	SMDPMPRT	SME2PCTS
GTEX-ZDXO-0001-SM-4YUWF	NA	B1	NA	Blood	Whole Blood	0013756	1055	NA	BP-35849	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/07/2013	GTEx_Option_1_OM25_01	10/25/2013	Illumina OMNI SNP Array	OMNI		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZDXO-0001-SM-53UBX	NA	B1	NA	Blood	Whole Blood	0013756	1055	NA	BP-35849	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/07/2013	LCSET-4411	12/15/2013	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZDXO-0001-SM-6UH3F	NA	B1	NA	Blood	Whole Blood	0013756	1055	NA	BP-35849	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/07/2013	LCSET-6235	10/02/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZDXO-0006-SM-4WKGF	NA	B1	9	Blood	Whole Blood	0013756	1056	NA	BP-35899	RNA isolation_PAXgene Blood RNA (Manual)	02/07/2013	LCSET-4170	10/28/2013	TruSeq.v1	RNASEQ		0.984376	1012730	0.961782	NA	0.986615	0.754579	NA	21132	1	NA	76	NA	0.00255002	147	0	100592000	0.037275	240966	101956000	8449070	NA	21153	49970300	NA	NA	0	0.207202	0.986615	0.744479	100592000	0.00365563	22500700	98978200	22807200	169	22838000	21449600	0.00310157	22724500	49.8755	0.00236342	0.988854	NA	0	50.3383
GTEX-ZDXO-0426-SM-4WKF6	1	B1	6	Heart	Heart - Atrial Appendage	0006631	1117	1112	BP-42528	RNA Extraction from Paxgene-derived Lysate Plate Based	08/21/2013	LCSET-4170	10/28/2013	TruSeq.v1	RNASEQ		0.991384	356884	0.973317	NA	0.993249	0.782891	NA	22767	1	NA	76	NA	0.0020054	136	0	67921100	0.0264124	1320250	68382800	4959000	NA	22790	33787900	NA	NA	0	0.190427	0.993249	0.777605	67921100	0.00293829	14529600	6084950	14626800	158	14615100	10729400	0.00247097	14665300	50.0858	0.0193067	0.995113	NA	0	50.1667
GTEX-ZDXO-0726-SM-57WBT	1	B1	7.1	Heart	Heart - Left Ventricle	0006566	1126	1105	BP-42743	RNA Extraction from Paxgene-derived Lysate Plate Based	08/27/2013	LCSET-4415	12/21/2013	TruSeq.v1	RNASEQ		0.991856	243338	0.983694	NA	0.993964	0.851402	NA	20934	1	NA	76	NA	0.00197655	195	0	78118100	0.0161256	2672860	78592500	9375480	NA	20948	38900600	NA	NA	0	0.132292	0.993964	0.846262	78118100	0.00360648	17494700	15859200	17089400	251	17151100	11683800	0.00278979	17555900	50.5831	0.0340091	0.996072	NA	0	49.4139
GTEX-ZDXO-2726-SM-4WKFA	1	B1	7.1	Blood Vessel	Artery - Aorta	0001496	1133	1100	BP-42662	RNA Extraction from Paxgene-derived Lysate Plate Based	08/23/2013	LCSET-4170	10/28/2013	TruSeq.v1	RNASEQ		0.990189	264155	0.977241	NA	0.992295	0.804532	NA	23274	1	NA	76	NA	0.00219668	157	0	74658400	0.0223145	204037	75238200	5893330	NA	23296	37105600	NA	NA	0	0.172709	0.992295	0.798333	74658400	0.00305415	16334500	6813030	16385900	170	16384300	14034300	0.00262451	16496900	50.1712	0.00271188	0.994401	NA	0	50.0785
GTEX-ZDYS-0002-SM-4WKGR	NA	C1	7.3	Blood	Whole Blood	0013756	162	NA	BP-35899	RNA isolation_PAXgene Blood RNA (Manual)	02/07/2013	LCSET-4170	10/28/2013	TruSeq.v1	RNASEQ		0.99079	589204	0.968468	NA	0.992501	0.833805	NA	21694	1	NA	76	NA	0.00244813	156	0	80628000	0.0309275	710764	81237200	6211260	NA	21706	40112200	NA	NA	0	0.134663	0.992501	0.827552	80628000	0.00337351	17909000	37596800	18066000	179	18038600	15835300	0.00291002	18090500	50.0719	0.00874924	0.994211	NA	0	50.2182
GTEX-ZDYS-0005-SM-4YUWR	NA	C1	NA	Blood	Whole Blood	0013756	162	NA	BP-35923	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/11/2013	GTEx_Option_1_OM25_01	10/25/2013	Illumina OMNI SNP Array	OMNI		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZDYS-0005-SM-53UBJ	NA	C1	NA	Blood	Whole Blood	0013756	162	NA	BP-35923	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/11/2013	LCSET-4411	12/15/2013	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZDYS-0005-SM-6UH3G	NA	C1	NA	Blood	Whole Blood	0013756	162	NA	BP-35923	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/11/2013	LCSET-6032	09/20/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZDYS-0126-SM-5HL6X	0	C1	8	Blood Vessel	Artery - Coronary	0001621	145	442	BP-45395	RNA Extraction from Paxgene-derived Lysate Plate Based	11/01/2013	LCSET-4806	03/02/2014	TruSeq.v1	RNASEQ		0.992788	252353	0.977065	NA	0.994587	0.833033	NA	23198	1	NA	76	NA	0.00200997	206	0	81181300	0.0226013	318452	81623100	8157590	NA	23220	40427400	NA	NA	0	0.144032	0.994587	0.828524	81181300	0.00283469	17810100	7648720	17977900	232	17928000	15074800	0.00242158	17996300	50.095	0.00390149	0.996386	NA	0	50.2344
GTEX-ZDYS-0226-SM-5HL4K	0	C1	8.1	Heart	Heart - Left Ventricle	0006566	148	440	BP-45395	RNA Extraction from Paxgene-derived Lysate Plate Based	11/01/2013	LCSET-4806	03/02/2014	TruSeq.v1	RNASEQ		0.989782	209027	0.984946	NA	0.991828	0.845039	NA	20960	1	NA	76	NA	0.00218202	268	0	84942100	0.0147863	1979630	85642000	9674750	NA	20969	42306600	NA	NA	0	0.139907	0.991828	0.838133	84942100	0.00306752	18239200	28734400	18441100	261	18271600	13113900	0.00262386	18562900	50.3954	0.0231152	0.993874	NA	0	50.2752
GTEX-ZDYS-0326-SM-5HL4W	0	C1	7	Heart	Heart - Atrial Appendage	0006631	150	439	BP-45395	RNA Extraction from Paxgene-derived Lysate Plate Based	11/01/2013	LCSET-4806	03/02/2014	TruSeq.v1	RNASEQ		0.990987	145817	0.981593	NA	0.993016	0.834056	NA	20704	1	NA	76	NA	0.00220129	154	0	67128700	0.0181669	1455610	67600800	7740450	NA	20717	33437200	NA	NA	0	0.147537	0.993016	0.82823	67128700	0.00304694	14333100	20636500	14439600	194	14221600	9621440	0.00262325	14672100	50.7796	0.0215325	0.995044	NA	0	50.1851
GTEX-ZDYS-0526-SM-5L3EE	0	C1	7.3	Blood Vessel	Artery - Aorta	0001496	158	434	BP-45485	RNA Extraction from Paxgene-derived Lysate Plate Based	11/05/2013	LCSET-4822	03/23/2014	TruSeq.v1	RNASEQ		0.987449	208513	0.973887	NA	0.991432	0.831568	NA	21058	1	NA	76	NA	0.00311844	127	0	59073200	0.0256949	146396	59583700	6166770	NA	21071	29348100	NA	NA	0	0.142319	0.991432	0.824443	59073200	0.00414685	12750700	5131850	12842200	131	12894200	11570200	0.00363058	12915300	50.0409	0.00245698	0.995414	NA	0	50.1786
GTEX-ZDYS-1626-SM-4WKGB	0	C1	7.9	Blood Vessel	Artery - Tibial	0007610	190	411	BP-42662	RNA Extraction from Paxgene-derived Lysate Plate Based	08/23/2013	LCSET-4170	10/28/2013	TruSeq.v1	RNASEQ		0.991737	381643	0.975171	NA	0.993761	0.854085	NA	21275	1	NA	76	NA	0.00194139	160	0	71775100	0.0244778	604592	72225700	5530690	NA	21286	35711200	NA	NA	0	0.121087	0.993761	0.848757	71775100	0.00292712	15391100	6821160	15550100	178	15489100	13392100	0.00243325	15598100	50.1752	0.00837087	0.995786	NA	0	50.2569
GTEX-ZE7O-0002-SM-4YUXG	NA	B1	NA	Blood	Whole Blood	0013756	1015	NA	BP-35923	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/11/2013	GTEx_Option_1_OM25_01	10/25/2013	Illumina OMNI SNP Array	OMNI		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZE7O-0002-SM-53UBF	NA	B1	NA	Blood	Whole Blood	0013756	1015	NA	BP-35923	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/11/2013	LCSET-4411	12/15/2013	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZE7O-0002-SM-6UH3I	NA	B1	NA	Blood	Whole Blood	0013756	1015	NA	BP-35923	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/11/2013	LCSET-6032	09/22/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZE7O-0006-SM-51MTA	NA	B1	7.4	Blood	Whole Blood	0013756	1015	NA	BP-35939	RNA isolation_PAXgene Blood RNA (Manual)	02/11/2013	LCSET-4207	11/20/2013	TruSeq.v1	RNASEQ		0.966454	743603	0.959437	NA	0.970917	0.772857	NA	19232	1	NA	76	NA	0.0030309	114	0	75185700	0.0393419	705904	77437800	17645700	NA	19241	37283900	NA	NA	0	0.18658	0.970917	0.75038	75185700	0.00650041	16988900	112182000	16983600	126	17013500	16771000	0.00475768	17336800	50.4707	0.00911576	0.975381	NA	0	49.9922
GTEX-ZE7O-0626-SM-57WCD	1	B1	6.5	Heart	Heart - Atrial Appendage	0006631	1164	1019	BP-42826	RNA Extraction from Paxgene-derived Lysate Plate Based	08/28/2013	LCSET-4415	12/21/2013	TruSeq.v1	RNASEQ		0.990154	307531	0.978282	NA	0.993013	0.836037	NA	21684	1	NA	76	NA	0.00191106	133	0	61639200	0.0214587	2556840	62073000	7493420	NA	21698	30648300	NA	NA	0	0.142245	0.993013	0.830196	61639200	0.00391474	13514100	7919590	13500400	159	13527100	9772920	0.00291002	13644000	50.215	0.0411908	0.995871	NA	0	49.9748
GTEX-ZE9C-0006-SM-4WKG2	NA	C1	7	Blood	Whole Blood	0013756	538	NA	BP-36173	RNA isolation_PAXgene Blood RNA (Manual)	02/15/2013	LCSET-4170	10/28/2013	TruSeq.v1	RNASEQ		0.986098	691745	0.967183	NA	0.988288	0.767569	NA	21335	1	NA	76	NA	0.00254821	183	0	90147300	0.0320393	121862	91215700	7208210	NA	21365	44778500	NA	NA	0	0.199615	0.988288	0.758579	90147300	0.00385624	20241400	66326300	20428500	188	20470900	16840400	0.00320078	20420300	49.9381	0.00133598	0.990478	NA	0	50.2301
GTEX-ZE9C-0726-SM-4WKGA	1	C1	6.2	Blood Vessel	Artery - Aorta	0001496	635	1309	BP-42588	RNA Extraction from Paxgene-derived Lysate Plate Based	08/22/2013	LCSET-4170	10/28/2013	TruSeq.v1	RNASEQ		0.987413	241120	0.970252	NA	0.989971	0.76417	NA	22239	1	NA	76	NA	0.00227157	129	0	60583300	0.0294135	223539	61197000	4775670	NA	22261	30085300	NA	NA	0	0.206082	0.989971	0.756507	60583300	0.00339559	13136600	5487810	13189400	139	13193400	9866500	0.00283213	13286100	50.1751	0.00365278	0.99253	NA	0	50.1003
GTEX-ZEX8-0001-SM-4YUX4	NA	B1	NA	Blood	Whole Blood	0013756	-57	NA	BP-36161	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/15/2013	GTEx_Option_1_OM25_01	10/25/2013	Illumina OMNI SNP Array	OMNI		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZEX8-0001-SM-53UBO	NA	B1	NA	Blood	Whole Blood	0013756	-57	NA	BP-36161	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/15/2013	LCSET-4411	12/15/2013	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZEX8-0001-SM-6UH17	NA	B1	NA	Blood	Whole Blood	0013756	-57	NA	BP-36161	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/15/2013	LCSET-6032	09/20/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZEX8-0004-SM-4WKFQ	NA	B1	10	Blood	Cells - EBV-transformed lymphocytes	EFO_0000572	-57	NA	BP-39146	RNA isolation_Trizol Manual (Cell Pellet)	05/20/2013	LCSET-4170	10/28/2013	TruSeq.v1	RNASEQ		0.991641	691202	0.972476	NA	0.993407	0.842664	NA	20572	1	NA	76	NA	0.00196678	185	0	86187900	0.0269445	654821	86759900	6644190	NA	20595	42893600	NA	NA	0	0.129811	0.993407	0.837109	86187900	0.00262217	19288200	14508000	19308700	187	19349500	21737600	0.0022939	19407600	50.075	0.00754751	0.995173	NA	0	50.0265
GTEX-ZEX8-0005-SM-4WKGE	NA	B1	8	Blood	Whole Blood	0013756	-57	NA	BP-36173	RNA isolation_PAXgene Blood RNA (Manual)	02/15/2013	LCSET-4170	10/28/2013	TruSeq.v1	RNASEQ		0.986921	1363190	0.948397	NA	0.989131	0.800984	NA	20035	1	NA	76	NA	0.0023191	161	0	95981600	0.0509141	477368	97036300	7693040	NA	20049	47700400	NA	NA	0	0.147412	0.989131	0.792279	95981600	0.00352781	20926500	88611400	21227700	177	21213800	20967100	0.0029221	21200700	49.9845	0.00491948	0.991341	NA	0	50.3573
GTEX-ZEX8-0326-SM-4WKGS	0	B1	6.5	Heart	Heart - Atrial Appendage	0006631	73	1000	BP-43072	RNA Extraction from Paxgene-derived Lysate Plate Based	09/04/2013	LCSET-4170	10/28/2013	TruSeq.v1	EXCLUDE		0.992883	230069	0.978572	NA	0.994562	0.850258	NA	21665	1	NA	76	NA	0.00171251	197	0	76846900	0.0211264	1429840	77267000	5885260	NA	21685	38282700	NA	NA	0	0.128314	0.994562	0.845635	76846900	0.00234402	16491100	12479100	16744500	253	16562600	12739100	0.00202773	16794100	50.3469	0.0185052	0.996242	NA	0	50.3813
GTEX-ZEX8-0326-SM-DO92C	0	B1	6.5	Heart	Heart - Atrial Appendage	0006631	73	1000	BP-43072	RNA Extraction from Paxgene-derived Lysate Plate Based	09/04/2013	LCSET-10341	02/22/2017	TruSeq.v1	RNASEQ		0.994724	662236	0.97766	NA	0.995385	0.844716	NA	23441	1	NA	76	NA	0.00162694	373	0	123386000	0.0220061	2417190	123958000	6999660	NA	23467	61516900	NA	NA	0	0.132944	0.995385	0.840817	123386000	0.0018957	26495900	20187700	26776400	331	26725800	21890000	0.00176123	26622100	49.9028	0.0195002	0.996046	NA	0	50.2632
GTEX-ZEX8-0426-SM-4WWEN	1	B1	7	Heart	Heart - Left Ventricle	0006566	74	999	BP-43072	RNA Extraction from Paxgene-derived Lysate Plate Based	09/04/2013	LCSET-4180	11/02/2013	TruSeq.v1	EXCLUDE		0.989788	330192	0.983516	NA	0.992207	0.857634	NA	21321	1	NA	76	NA	0.00230845	267	0	91734100	0.0162113	1647880	92454600	12536900	NA	21341	45632200	NA	NA	0	0.125882	0.992207	0.850951	91734100	0.00374613	20333600	18572100	19942100	278	19897900	15345500	0.00302553	20578600	50.8409	0.0178237	0.994626	NA	0	49.5141
GTEX-ZEX8-0426-SM-DO92Y	1	B1	7	Heart	Heart - Left Ventricle	0006566	74	999	BP-43072	RNA Extraction from Paxgene-derived Lysate Plate Based	09/04/2013	LCSET-10341	02/22/2017	TruSeq.v1	RNASEQ		0.994366	727096	0.985898	NA	0.995158	0.85907	NA	21660	1	NA	76	NA	0.00156591	371	0	116362000	0.0138252	2167310	116928000	6438690	NA	21679	57991500	NA	NA	0	0.126828	0.995158	0.854911	116362000	0.00183992	25505400	24212200	25709400	336	25644100	20219100	0.00170281	25641400	49.9974	0.0185354	0.995951	NA	0	50.1991
GTEX-ZEX8-2626-SM-DO92R	1	B1	6.9	Blood Vessel	Artery - Tibial	0007610	208	865	BP-43072	RNA Extraction from Paxgene-derived Lysate Plate Based	09/04/2013	LCSET-10341	02/22/2017	TruSeq.v1	RNASEQ		0.994	639581	0.974719	NA	0.994879	0.822184	NA	21299	1	NA	76	NA	0.0018744	168	0	82169400	0.0248725	334119	82592400	5014080	NA	21320	40929200	NA	NA	0	0.152535	0.994879	0.817974	82169400	0.00264616	17672200	5612790	17785000	193	17776800	15805600	0.00225994	17748200	49.9597	0.0040454	0.995758	NA	0	50.1591
GTEX-ZF28-0002-SM-4YUW3	NA	C1	NA	Blood	Whole Blood	0013756	366	NA	BP-36203	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/19/2013	GTEx_Option_1_OM25_01	10/25/2013	Illumina OMNI SNP Array	OMNI		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZF28-0002-SM-53UC2	NA	C1	NA	Blood	Whole Blood	0013756	366	NA	BP-36203	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/19/2013	LCSET-4411	12/15/2013	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZF28-0002-SM-6UH3K	NA	C1	NA	Blood	Whole Blood	0013756	366	NA	BP-36203	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/19/2013	LCSET-6032	09/22/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZF28-0005-SM-4WKH3	NA	C1	8	Blood	Whole Blood	0013756	366	NA	BP-36200	RNA isolation_PAXgene Blood RNA (Manual)	02/19/2013	LCSET-4170	10/28/2013	TruSeq.v1	RNASEQ		0.970217	677766	0.967119	NA	0.972935	0.773303	NA	18651	1	NA	76	NA	0.00236259	114	0	83710900	0.0314775	266619	86039600	7143190	NA	18658	41555400	NA	NA	0	0.193816	0.972935	0.752373	83710900	0.00366753	19119900	122581000	19277300	136	19293700	19806200	0.00301324	19358600	50.0839	0.00309879	0.975653	NA	0	50.2049
GTEX-ZF28-1026-SM-4WKGV	1	C1	6.4	Blood Vessel	Artery - Aorta	0001496	527	555	BP-42528	RNA Extraction from Paxgene-derived Lysate Plate Based	08/21/2013	LCSET-4170	10/28/2013	TruSeq.v1	RNASEQ		0.985001	359410	0.97533	NA	0.988307	0.814155	NA	21718	1	NA	76	NA	0.00213989	165	0	74041600	0.0243163	264073	74917600	6143520	NA	21733	36750300	NA	NA	0	0.161175	0.988307	0.804635	74041600	0.00328019	16105500	11769700	16165200	180	16192800	13066300	0.00270813	16319900	50.1954	0.00352484	0.991613	NA	0	50.0925
GTEX-ZF29-0002-SM-4WKF2	NA	B1	10	Blood	Cells - EBV-transformed lymphocytes	EFO_0000572	-132	NA	BP-39937	RNA isolation_Trizol Manual (Cell Pellet)	06/14/2013	LCSET-4170	10/28/2013	TruSeq.v1	RNASEQ		0.989415	1532910	0.956739	NA	0.99174	0.763394	NA	22460	1	NA	76	NA	0.00226588	284	0	116574000	0.0426379	1238800	117545000	9293200	NA	22509	57963300	NA	NA	0	0.193344	0.99174	0.757088	116574000	0.00299823	25547200	26487300	25680200	283	25780700	25086200	0.00263119	25722300	49.9433	0.010539	0.994065	NA	0	50.1298
GTEX-ZF29-0004-SM-4YUX5	NA	B1	NA	Blood	Whole Blood	0013756	-132	NA	BP-36203	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/19/2013	GTEx_Option_1_OM25_01	10/25/2013	Illumina OMNI SNP Array	OMNI		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZF29-0004-SM-53UBU	NA	B1	NA	Blood	Whole Blood	0013756	-132	NA	BP-36203	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/19/2013	LCSET-4411	12/15/2013	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZF29-0004-SM-6UH18	NA	B1	NA	Blood	Whole Blood	0013756	-132	NA	BP-36203	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/19/2013	LCSET-6032	09/20/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZF29-0006-SM-4WKGQ	NA	B1	8.3	Blood	Whole Blood	0013756	-132	NA	BP-36200	RNA isolation_PAXgene Blood RNA (Manual)	02/19/2013	LCSET-4170	10/28/2013	TruSeq.v1	RNASEQ		0.984816	1151340	0.9545	NA	0.987599	0.781492	NA	20160	1	NA	76	NA	0.00238352	269	0	119092000	0.044667	246659	120587000	10089500	NA	20182	59173600	NA	NA	0	0.173008	0.987599	0.771801	119092000	0.00332669	25936100	92356500	26363000	296	26398900	24001800	0.00285378	26248900	49.8576	0.00204548	0.990383	NA	0	50.4081
GTEX-ZF29-0126-SM-4WKGZ	0	B1	6.1	Blood Vessel	Artery - Coronary	0001621	93	955	BP-42588	RNA Extraction from Paxgene-derived Lysate Plate Based	08/22/2013	LCSET-4170	10/28/2013	TruSeq.v1	RNASEQ		0.988627	225629	0.973398	NA	0.991156	0.81506	NA	22206	1	NA	76	NA	0.00254634	125	0	60552700	0.0250438	232453	61093100	4625330	NA	22221	30068400	NA	NA	0	0.158338	0.991156	0.807852	60552700	0.0035098	13169300	6304760	13263400	143	13262500	10559700	0.00302684	13318400	50.1052	0.0038049	0.993684	NA	0	50.1778
GTEX-ZF29-0226-SM-4WKHO	0	B1	7.7	Heart	Heart - Left Ventricle	0006566	92	956	BP-42588	RNA Extraction from Paxgene-derived Lysate Plate Based	08/22/2013	LCSET-4170	10/28/2013	TruSeq.v1	RNASEQ		0.99179	235559	0.984525	NA	0.993298	0.859406	NA	20542	1	NA	76	NA	0.0023176	266	0	86803900	0.0152167	1758210	87389600	6480940	NA	20554	43246800	NA	NA	0	0.12512	0.993298	0.853646	86803900	0.0029325	19035900	20346000	19160200	273	19075500	12976800	0.00262458	19241900	50.2171	0.0201192	0.994806	NA	0	50.1628
GTEX-ZF29-0326-SM-4WKFB	0	B1	7.1	Blood Vessel	Artery - Aorta	0001496	93	955	BP-42588	RNA Extraction from Paxgene-derived Lysate Plate Based	08/22/2013	LCSET-4170	10/28/2013	TruSeq.v1	RNASEQ		0.991597	349446	0.975878	NA	0.99357	0.831797	NA	21951	1	NA	76	NA	0.00199748	203	0	84061600	0.0235524	174056	84605500	6489260	NA	21971	41827700	NA	NA	0	0.144081	0.99357	0.826449	84061600	0.00274928	18228800	6647450	18349900	204	18348900	16121500	0.00237263	18398000	50.0669	0.00205726	0.995543	NA	0	50.1656
